bid,hid
13227,6492,Tafuna
13228,7108,Tafuna
13230,6953,Tafuna
13232,6522,Tafuna
13233,7492,Tafuna
13248,6768,Tafuna
13249,7128,Tafuna
13250,7259,Tafuna
13251,6489,Tafuna
13252,6494,Tafuna
13253,7132,Tafuna
13254,7139,Tafuna
13255,6498,Tafuna
13256,6500,Tafuna
13257,7225,Tafuna
13258,7141,Tafuna
13260,6415,Tafuna
13261,6766,Tafuna
13262,6776,Tafuna
13263,6781,Tafuna
13264,6799,Tafuna
13265,6800,Tafuna
13267,6364,Tafuna
13270,7076,Tafuna
13280,6570,Tafuna
13283,7190,Tafuna
13284,7136,Tafuna
13285,6651,Tafuna
13288,7115,Tafuna
13289,7083,Tafuna
13290,6975,Tafuna
13292,7449,Tafuna
13293,6400,Tafuna
13299,6612,Tafuna
13301,6350,Tafuna
13303,6506,Tafuna
13304,6513,Tafuna
13305,6886,Tafuna
13311,6273,Tafuna
13313,7397,Tafuna
13314,6821,Tafuna
13315,7466,Tafuna
13316,7300,Tafuna
13317,7308,Tafuna
13318,7187,Tafuna
13319,7188,Tafuna
13321,6770,Tafuna
13323,7202,Tafuna
13324,7494,Tafuna
13325,7036,Tafuna
13327,7408,Tafuna
13328,6657,Tafuna
13329,7435,Tafuna
13331,6554,Tafuna
13333,6905,Tafuna
13336,7209,Tafuna
13338,7033,Tafuna
13343,7330,Tafuna
13344,7346,Tafuna
13345,7357,Tafuna
13346,7361,Tafuna
13347,7362,Tafuna
13353,7114,Tafuna
13357,6988,Tafuna
13362,6950,Tafuna
13365,7415,Tafuna
13367,6371,Tafuna
13371,6919,Tafuna
13375,6633,Tafuna
13377,7184,Tafuna
13380,7079,Tafuna
13382,7107,Tafuna
13383,6545,Tafuna
13386,6636,Tafuna
15964,7012,Tafuna
15965,6434,Tafuna
15966,6885,Tafuna
15969,6993,Tafuna
15970,6793,Tafuna
15971,7287,Tafuna
15972,7116,Tafuna
15976,6736,Tafuna
15979,6705,Tafuna
15997,6984,Tafuna
16007,7034,Tafuna
16008,6675,Tafuna
16009,7476,Tafuna
16014,7152,Tafuna
16015,7325,Tafuna
16016,7183,Tafuna
16022,7236,Tafuna
16023,7124,Tafuna
16024,6349,Tafuna
16025,6279,Tafuna
16026,7081,Tafuna
16027,7099,Tafuna
16028,6702,Tafuna
16029,6585,Tafuna
16030,7395,Tafuna
16031,6911,Tafuna
16039,6267,Tafuna
16040,6608,Tafuna
16050,6922,Tafuna
16053,7006,Tafuna
16056,6889,Tafuna
16058,7117,Tafuna
16061,7038,Tafuna
16063,6802,Tafuna
16064,6789,Tafuna
16067,6448,Tafuna
16068,7269,Tafuna
16069,7471,Tafuna
16070,7447,Tafuna
16071,6635,Tafuna
16072,6713,Tafuna
16073,6271,Tafuna
16074,6598,Tafuna
16075,7002,Tafuna
16076,6754,Tafuna
16077,6596,Tafuna
16078,6455,Tafuna
16079,6289,Tafuna
16080,6826,Tafuna
16081,6290,Tafuna
16083,6559,Tafuna
16084,6958,Tafuna
16087,6265,Tafuna
16088,6287,Tafuna
16089,6668,Tafuna
16090,6884,Tafuna
16091,7009,Tafuna
16092,6823,Tafuna
16095,6351,Tafuna
16096,6380,Tafuna
16100,6695,Tafuna
16102,6819,Tafuna
16103,6784,Tafuna
16104,7478,Tafuna
16113,6996,Tafuna
16114,7008,Tafuna
16120,6398,Tafuna
16125,7053,Tafuna
16126,7310,Tafuna
16128,6414,Tafuna
16130,6330,Tafuna
16134,6511,Tafuna
16135,6981,Tafuna
16137,7035,Tafuna
16138,6280,Tafuna
16140,6454,Tafuna
16143,6322,Tafuna
16144,6392,Tafuna
16151,7051,Tafuna
16152,6904,Tafuna
16153,6461,Tafuna
16154,7305,Tafuna
16158,6482,Tafuna
16165,6764,Tafuna
16166,6870,Tafuna
16168,7377,Tafuna
16169,6593,Tafuna
16170,6469,Tafuna
16173,6517,Tafuna
16174,7481,Tafuna
16181,6436,Tafuna
16182,6376,Tafuna
16183,7289,Tafuna
16188,6986,Tafuna
16189,6856,Tafuna
16191,6683,Tafuna
16194,7376,Tafuna
16195,7495,Tafuna
16202,7404,Tafuna
16205,7056,Tafuna
16206,7319,Tafuna
16211,7331,Tafuna
16215,6857,Tafuna
16216,7426,Tafuna
16220,7073,Tafuna
16221,6550,Tafuna
16222,6649,Tafuna
16223,6773,Tafuna
16225,7295,Tafuna
16226,7459,Tafuna
16230,6752,Tafuna
16231,6592,Tafuna
16239,7417,Tafuna
16240,6346,Tafuna
16241,6278,Tafuna
16242,6528,Tafuna
16247,6711,Tafuna
16251,7482,Tafuna
16253,6305,Tafuna
16254,6524,Tafuna
16255,6937,Tafuna
16259,6972,Tafuna
16260,7015,Tafuna
16261,6329,Tafuna
16262,7497,Tafuna
16265,6915,Tafuna
16268,7334,Tafuna
16269,6476,Tafuna
16270,7358,Tafuna
16271,6703,Tafuna
16272,6456,Tafuna
16273,6961,Tafuna
16274,7480,Tafuna
16275,6875,Tafuna
16276,7383,Tafuna
16277,6912,Tafuna
16278,7023,Tafuna
16279,7365,Tafuna
16283,7252,Tafuna
16285,7283,Tafuna
16287,6281,Tafuna
16290,6298,Tafuna
16292,6809,Tafuna
16293,6817,Tafuna
16294,6533,Tafuna
16299,6704,Tafuna
16300,6441,Tafuna
16301,6266,Tafuna
16303,6964,Tafuna
16305,6921,Tafuna
16311,6895,Tafuna
16315,6681,Tafuna
16316,6872,Tafuna
16320,6463,Tafuna
16322,6356,Tafuna
16324,6268,Tafuna
16325,6640,Tafuna
16326,7161,Tafuna
16327,6788,Tafuna
16328,6859,Tafuna
16332,6272,Tafuna
16337,6771,Tafuna
16338,7273,Tafuna
16342,7462,Tafuna
16343,7169,Tafuna
16344,6989,Tafuna
16345,7329,Tafuna
16346,7146,Tafuna
16347,7256,Tafuna
16349,6594,Tafuna
16351,6843,Tafuna
16352,7218,Tafuna
16353,6632,Tafuna
16354,6621,Tafuna
16355,6762,Tafuna
16356,6354,Tafuna
16357,6591,Tafuna
16359,7260,Tafuna
16367,6509,Tafuna
16368,7080,Tafuna
16369,6729,Tafuna
16370,6810,Tafuna
4452,7547,Taputimu
4453,7595,Taputimu
4455,7564,Taputimu
4456,7634,Taputimu
4457,7519,Taputimu
4458,7591,Taputimu
4462,7551,Taputimu
4464,7557,Taputimu
4465,7550,Taputimu
4466,7507,Taputimu
4467,7560,Taputimu
4468,7581,Taputimu
4470,7531,Taputimu
4473,7629,Taputimu
4474,7509,Taputimu
4476,7553,Taputimu
4477,7627,Taputimu
4478,7524,Taputimu
4479,7563,Taputimu
4480,7514,Taputimu
4481,7576,Taputimu
4482,7554,Taputimu
4483,7601,Taputimu
4484,7633,Taputimu
4486,7583,Taputimu
4487,7573,Taputimu
4488,7572,Taputimu
4489,7513,Taputimu
4490,7528,Taputimu
4491,7540,Taputimu
4492,7624,Taputimu
4493,7512,Taputimu
4494,7628,Taputimu
4495,7594,Taputimu
4496,7617,Taputimu
4497,7614,Taputimu
4498,7541,Taputimu
4499,7539,Taputimu
4500,7609,Taputimu
4502,7610,Taputimu
4507,7521,Taputimu
4510,7607,Taputimu
4511,7508,Taputimu
4515,7503,Taputimu
4517,7605,Taputimu
4518,7571,Taputimu
4519,7589,Taputimu
4520,7579,Taputimu
4521,7570,Taputimu
4522,7505,Taputimu
4525,7635,Taputimu
4526,7586,Taputimu
4528,7556,Taputimu
4530,7623,Taputimu
4531,7530,Taputimu
4533,7584,Taputimu
4535,7535,Taputimu
4540,7592,Taputimu
4541,7515,Taputimu
4542,7532,Taputimu
4543,7548,Taputimu
4544,7621,Taputimu
4545,7529,Taputimu
4547,7561,Taputimu
4548,7604,Taputimu
4549,7526,Taputimu
4550,7613,Taputimu
4551,7625,Taputimu
4552,7626,Taputimu
4553,7536,Taputimu
4554,7543,Taputimu
4555,7549,Taputimu
4556,7552,Taputimu
4557,7527,Taputimu
4558,7577,Taputimu
4559,7522,Taputimu
4560,7525,Taputimu
4561,7534,Taputimu
4562,7562,Taputimu
4563,7502,Taputimu
4564,7511,Taputimu
4565,7599,Taputimu
4566,7600,Taputimu
4567,7602,Taputimu
4568,7615,Taputimu
4570,7516,Taputimu
4571,7537,Taputimu
15567,7631,Taputimu
15568,7506,Taputimu
16722,7616,Taputimu
16723,7630,Taputimu
16724,7618,Taputimu
16725,7546,Taputimu
16726,7580,Taputimu
16727,7523,Taputimu
16728,7582,Taputimu
16729,7545,Taputimu
16730,7632,Taputimu
16731,7619,Taputimu
16732,7622,Taputimu
16733,7566,Taputimu
16734,7596,Taputimu
16735,7597,Taputimu
16736,7520,Taputimu
16737,7558,Taputimu
16738,7598,Taputimu
16739,7510,Taputimu
16740,7569,Taputimu
16741,7517,Taputimu
16742,7588,Taputimu
16743,7555,Taputimu
16744,7587,Taputimu
16745,7544,Taputimu
16746,7578,Taputimu
16747,7533,Taputimu
16748,7593,Taputimu
16749,7559,Taputimu
16750,7608,Taputimu
16751,7565,Taputimu
16752,7620,Taputimu
16753,7574,Taputimu
16754,7568,Taputimu
16755,7538,Taputimu
16756,7585,Taputimu
16757,7542,Taputimu
16758,7575,Taputimu
16759,7606,Taputimu
16760,7612,Taputimu
16761,7603,Taputimu
16762,7611,Taputimu
16763,7567,Taputimu
16764,7504,Taputimu
16765,7590,Taputimu
16766,7518,Taputimu
8410,7663,Tula
8411,7696,Tula
8412,7658,Tula
8413,7700,Tula
8414,7691,Tula
8415,7665,Tula
8416,7647,Tula
8417,7641,Tula
8420,7680,Tula
8429,7652,Tula
8432,7661,Tula
8433,7695,Tula
8434,7649,Tula
8445,7693,Tula
8447,7688,Tula
8449,7667,Tula
8450,7681,Tula
8451,7684,Tula
8453,7645,Tula
8454,7676,Tula
8460,7640,Tula
8461,7692,Tula
8463,7697,Tula
8466,7685,Tula
8468,7671,Tula
8471,7643,Tula
8472,7672,Tula
8474,7678,Tula
8477,7642,Tula
8478,7654,Tula
8480,7686,Tula
8481,7670,Tula
8485,7659,Tula
8487,7666,Tula
8488,7682,Tula
8489,7664,Tula
8490,7662,Tula
8491,7677,Tula
8492,7636,Tula
8493,7660,Tula
8494,7637,Tula
8497,7644,Tula
8498,7651,Tula
8502,7675,Tula
8504,7694,Tula
8509,7673,Tula
8510,7674,Tula
8511,7679,Tula
8516,7669,Tula
8517,7668,Tula
8522,7648,Tula
8526,7690,Tula
8527,7657,Tula
8528,7653,Tula
8529,7699,Tula
8532,7646,Tula
8534,7650,Tula
8538,7687,Tula
8539,7638,Tula
8541,7698,Tula
8542,7655,Tula
8550,7683,Tula
8553,7689,Tula
8556,7639,Tula
8558,7656,Tula
3220,7748,Utulei
3221,7726,Utulei
3222,7784,Utulei
3223,7738,Utulei
3224,7722,Utulei
3225,7709,Utulei
3226,7718,Utulei
3227,7713,Utulei
3228,7781,Utulei
3229,7732,Utulei
3230,7782,Utulei
3232,7757,Utulei
3233,7794,Utulei
3235,7758,Utulei
3237,7780,Utulei
3238,7776,Utulei
3239,7797,Utulei
3242,7764,Utulei
3247,7719,Utulei
3250,7701,Utulei
3251,7731,Utulei
3253,7746,Utulei
3254,7800,Utulei
3255,7751,Utulei
3259,7778,Utulei
3260,7714,Utulei
3263,7798,Utulei
3265,7755,Utulei
3268,7791,Utulei
3270,7760,Utulei
3272,7783,Utulei
3277,7712,Utulei
3278,7773,Utulei
3279,7739,Utulei
3283,7729,Utulei
3284,7770,Utulei
3286,7734,Utulei
3287,7741,Utulei
3288,7702,Utulei
3289,7767,Utulei
3290,7725,Utulei
3291,7762,Utulei
3292,7710,Utulei
3293,7745,Utulei
3294,7793,Utulei
3295,7706,Utulei
3297,7787,Utulei
3299,7777,Utulei
3300,7736,Utulei
3301,7733,Utulei
3302,7750,Utulei
3305,7796,Utulei
3306,7768,Utulei
3308,7716,Utulei
3309,7774,Utulei
3311,7705,Utulei
3313,7766,Utulei
3316,7765,Utulei
3317,7786,Utulei
3321,7728,Utulei
3322,7737,Utulei
3323,7747,Utulei
3324,7772,Utulei
3326,7752,Utulei
3327,7717,Utulei
3328,7708,Utulei
3330,7742,Utulei
3333,7749,Utulei
3334,7792,Utulei
3335,7775,Utulei
3337,7730,Utulei
3339,7756,Utulei
3340,7727,Utulei
3342,7715,Utulei
3344,7740,Utulei
3348,7779,Utulei
3349,7754,Utulei
3354,7789,Utulei
3355,7707,Utulei
3356,7753,Utulei
3357,7721,Utulei
3359,7759,Utulei
3361,7795,Utulei
3362,7799,Utulei
3364,7744,Utulei
3365,7761,Utulei
3371,7788,Utulei
3378,7703,Utulei
3379,7723,Utulei
3380,7735,Utulei
3381,7704,Utulei
3382,7771,Utulei
3383,7743,Utulei
3389,7785,Utulei
3391,7769,Utulei
3394,7763,Utulei
3397,7790,Utulei
3399,7724,Utulei
3400,7711,Utulei
3401,7720,Utulei
2572,7805,Utumea East
2573,7802,Utumea East
2574,7806,Utumea East
2576,7804,Utumea East
2581,7801,Utumea East
2583,7803,Utumea East
2589,7807,Utumea East
4432,7808,Utumea West
4439,7810,Utumea West
4440,7814,Utumea West
4441,7812,Utumea West
4443,7809,Utumea West
4444,7815,Utumea West
4446,7811,Utumea West
4449,7813,Utumea West
4822,7969,Vailoatai
4830,8029,Vailoatai
4838,8026,Vailoatai
4843,7951,Vailoatai
4846,7890,Vailoatai
4854,8007,Vailoatai
4871,7995,Vailoatai
4877,7902,Vailoatai
4881,7917,Vailoatai
4892,7946,Vailoatai
4893,8008,Vailoatai
4895,7864,Vailoatai
4907,7994,Vailoatai
4912,8010,Vailoatai
4919,7992,Vailoatai
4939,8011,Vailoatai
4944,8014,Vailoatai
4947,7873,Vailoatai
4949,8028,Vailoatai
4957,7968,Vailoatai
4958,7958,Vailoatai
4959,7934,Vailoatai
4961,7923,Vailoatai
4963,7966,Vailoatai
4968,7916,Vailoatai
4982,7839,Vailoatai
4984,7883,Vailoatai
4985,7920,Vailoatai
4991,7965,Vailoatai
4993,7851,Vailoatai
4994,8009,Vailoatai
4996,8017,Vailoatai
4997,7963,Vailoatai
4999,7880,Vailoatai
5000,7895,Vailoatai
5001,7833,Vailoatai
5002,8006,Vailoatai
5007,7948,Vailoatai
5011,7854,Vailoatai
5012,7930,Vailoatai
5016,7944,Vailoatai
5022,7931,Vailoatai
5023,7884,Vailoatai
5024,7928,Vailoatai
5025,7980,Vailoatai
5026,7940,Vailoatai
5027,7887,Vailoatai
5029,7986,Vailoatai
5030,7891,Vailoatai
5031,7838,Vailoatai
5032,7956,Vailoatai
5035,7974,Vailoatai
5036,7837,Vailoatai
5037,7970,Vailoatai
5038,7954,Vailoatai
5041,7886,Vailoatai
5044,7947,Vailoatai
5045,8004,Vailoatai
5046,7938,Vailoatai
5047,7998,Vailoatai
5048,7817,Vailoatai
5049,7840,Vailoatai
5050,7909,Vailoatai
5051,7926,Vailoatai
5052,7982,Vailoatai
5053,7845,Vailoatai
5055,7878,Vailoatai
5056,7861,Vailoatai
5057,7979,Vailoatai
5058,7821,Vailoatai
5059,8023,Vailoatai
5060,7953,Vailoatai
5061,7892,Vailoatai
5064,7978,Vailoatai
5065,8027,Vailoatai
5066,7896,Vailoatai
5067,7885,Vailoatai
5068,8016,Vailoatai
5069,7823,Vailoatai
5071,7957,Vailoatai
5072,7898,Vailoatai
5074,7924,Vailoatai
5077,7879,Vailoatai
5081,7937,Vailoatai
5084,7996,Vailoatai
5085,7943,Vailoatai
5086,7822,Vailoatai
5087,7826,Vailoatai
5088,7876,Vailoatai
5089,7905,Vailoatai
5091,7863,Vailoatai
5092,7955,Vailoatai
5093,7894,Vailoatai
5094,7936,Vailoatai
5096,7990,Vailoatai
5097,7997,Vailoatai
5098,7988,Vailoatai
5100,7818,Vailoatai
5101,7903,Vailoatai
5103,7935,Vailoatai
5104,7856,Vailoatai
5105,7919,Vailoatai
5106,7912,Vailoatai
5108,7816,Vailoatai
5110,7915,Vailoatai
5111,7972,Vailoatai
5112,7850,Vailoatai
5113,8021,Vailoatai
5115,7914,Vailoatai
5118,8013,Vailoatai
5119,8001,Vailoatai
5120,7913,Vailoatai
5121,7834,Vailoatai
5122,7941,Vailoatai
5123,7964,Vailoatai
5125,7867,Vailoatai
5126,7901,Vailoatai
5129,7820,Vailoatai
5131,7853,Vailoatai
5132,7882,Vailoatai
5133,8012,Vailoatai
5134,8024,Vailoatai
5139,7961,Vailoatai
5141,7976,Vailoatai
5142,7929,Vailoatai
5143,7999,Vailoatai
5144,7875,Vailoatai
5145,7922,Vailoatai
5146,7932,Vailoatai
5147,8000,Vailoatai
5148,7824,Vailoatai
5149,7827,Vailoatai
5150,7877,Vailoatai
5152,7939,Vailoatai
5155,7872,Vailoatai
5156,7960,Vailoatai
5157,7987,Vailoatai
5159,8005,Vailoatai
5160,7921,Vailoatai
5161,8022,Vailoatai
5162,8020,Vailoatai
5163,7906,Vailoatai
5164,7831,Vailoatai
5165,7835,Vailoatai
5166,7844,Vailoatai
5167,7904,Vailoatai
5168,7910,Vailoatai
5169,7870,Vailoatai
15578,7977,Vailoatai
15580,7959,Vailoatai
15581,7949,Vailoatai
15582,7971,Vailoatai
15587,7899,Vailoatai
15588,7981,Vailoatai
15589,7869,Vailoatai
15590,7942,Vailoatai
15591,7865,Vailoatai
15592,7889,Vailoatai
15593,7859,Vailoatai
15594,7862,Vailoatai
15599,7908,Vailoatai
15600,7836,Vailoatai
15603,7918,Vailoatai
15604,8015,Vailoatai
15605,7888,Vailoatai
15611,8002,Vailoatai
15612,7984,Vailoatai
15613,7907,Vailoatai
15614,7927,Vailoatai
15619,8025,Vailoatai
15620,7945,Vailoatai
15621,7967,Vailoatai
15622,7841,Vailoatai
15623,7993,Vailoatai
15624,7848,Vailoatai
15625,7849,Vailoatai
15626,7858,Vailoatai
15627,7893,Vailoatai
15628,7900,Vailoatai
15633,7881,Vailoatai
15634,7989,Vailoatai
15636,7868,Vailoatai
15637,7962,Vailoatai
15638,7832,Vailoatai
15639,7847,Vailoatai
15640,8019,Vailoatai
15643,8018,Vailoatai
15644,7933,Vailoatai
15645,7874,Vailoatai
15646,7975,Vailoatai
15647,7825,Vailoatai
15648,7828,Vailoatai
15653,7973,Vailoatai
15654,7897,Vailoatai
15655,7855,Vailoatai
15656,7911,Vailoatai
15659,7857,Vailoatai
15660,7983,Vailoatai
15661,8003,Vailoatai
15662,7830,Vailoatai
15665,7829,Vailoatai
15668,7950,Vailoatai
15673,7842,Vailoatai
15674,7846,Vailoatai
15676,7843,Vailoatai
15679,7925,Vailoatai
15680,7860,Vailoatai
15684,7952,Vailoatai
15687,7871,Vailoatai
15688,7991,Vailoatai
15689,7819,Vailoatai
15691,7985,Vailoatai
15693,7852,Vailoatai
15694,7866,Vailoatai
13429,8243,Vaitogi
13430,8324,Vaitogi
13431,8070,Vaitogi
13434,8056,Vaitogi
13436,8294,Vaitogi
13437,8305,Vaitogi
13438,8322,Vaitogi
13439,8170,Vaitogi
13440,8181,Vaitogi
13441,8049,Vaitogi
13443,8234,Vaitogi
13444,8261,Vaitogi
13445,8311,Vaitogi
13446,8259,Vaitogi
13447,8237,Vaitogi
13448,8096,Vaitogi
13449,8196,Vaitogi
13450,8222,Vaitogi
13451,8126,Vaitogi
13452,8071,Vaitogi
13453,8047,Vaitogi
13454,8226,Vaitogi
13455,8046,Vaitogi
13456,8161,Vaitogi
13457,8218,Vaitogi
13458,8327,Vaitogi
13459,8318,Vaitogi
13460,8252,Vaitogi
13462,8037,Vaitogi
13465,8089,Vaitogi
13466,8250,Vaitogi
13468,8185,Vaitogi
13469,8205,Vaitogi
13471,8301,Vaitogi
13473,8229,Vaitogi
13475,8063,Vaitogi
13477,8320,Vaitogi
13478,8199,Vaitogi
13479,8236,Vaitogi
13482,8114,Vaitogi
13483,8145,Vaitogi
13484,8042,Vaitogi
13485,8142,Vaitogi
13486,8193,Vaitogi
13487,8297,Vaitogi
13489,8282,Vaitogi
13490,8201,Vaitogi
13491,8182,Vaitogi
13492,8111,Vaitogi
13493,8151,Vaitogi
13494,8133,Vaitogi
13495,8156,Vaitogi
13496,8069,Vaitogi
13498,8304,Vaitogi
13499,8147,Vaitogi
13500,8066,Vaitogi
13501,8310,Vaitogi
13502,8204,Vaitogi
13503,8179,Vaitogi
13504,8154,Vaitogi
13505,8319,Vaitogi
13507,8270,Vaitogi
13508,8081,Vaitogi
13510,8224,Vaitogi
13511,8216,Vaitogi
13512,8174,Vaitogi
13513,8068,Vaitogi
13514,8177,Vaitogi
13515,8288,Vaitogi
13516,8280,Vaitogi
13517,8242,Vaitogi
13519,8285,Vaitogi
13520,8168,Vaitogi
13521,8238,Vaitogi
13523,8240,Vaitogi
13524,8312,Vaitogi
13526,8172,Vaitogi
13528,8044,Vaitogi
13529,8232,Vaitogi
13530,8057,Vaitogi
13531,8248,Vaitogi
13532,8258,Vaitogi
13533,8112,Vaitogi
13534,8118,Vaitogi
13536,8231,Vaitogi
13537,8274,Vaitogi
13538,8116,Vaitogi
13539,8233,Vaitogi
13540,8263,Vaitogi
13541,8303,Vaitogi
13542,8121,Vaitogi
13543,8041,Vaitogi
13544,8123,Vaitogi
13545,8276,Vaitogi
13546,8279,Vaitogi
13547,8164,Vaitogi
13548,8050,Vaitogi
13549,8325,Vaitogi
13550,8048,Vaitogi
13551,8119,Vaitogi
13552,8160,Vaitogi
13555,8036,Vaitogi
13556,8329,Vaitogi
13557,8140,Vaitogi
13558,8251,Vaitogi
13559,8292,Vaitogi
13560,8073,Vaitogi
13561,8207,Vaitogi
13563,8308,Vaitogi
13565,8296,Vaitogi
13566,8249,Vaitogi
13567,8245,Vaitogi
13568,8293,Vaitogi
13571,8221,Vaitogi
13572,8253,Vaitogi
13573,8286,Vaitogi
13574,8214,Vaitogi
13576,8144,Vaitogi
13577,8076,Vaitogi
13578,8080,Vaitogi
13580,8165,Vaitogi
13581,8135,Vaitogi
13582,8203,Vaitogi
13583,8239,Vaitogi
13585,8212,Vaitogi
13586,8093,Vaitogi
13587,8124,Vaitogi
13589,8278,Vaitogi
13590,8291,Vaitogi
13591,8045,Vaitogi
13592,8108,Vaitogi
13593,8313,Vaitogi
13594,8055,Vaitogi
13595,8113,Vaitogi
13596,8153,Vaitogi
13597,8326,Vaitogi
13599,8083,Vaitogi
13600,8039,Vaitogi
13602,8225,Vaitogi
13603,8090,Vaitogi
13606,8075,Vaitogi
13608,8206,Vaitogi
13609,8190,Vaitogi
13610,8275,Vaitogi
13611,8241,Vaitogi
13613,8052,Vaitogi
13614,8264,Vaitogi
13615,8260,Vaitogi
13616,8184,Vaitogi
13617,8129,Vaitogi
13618,8125,Vaitogi
13620,8200,Vaitogi
13622,8287,Vaitogi
13623,8208,Vaitogi
13624,8194,Vaitogi
13625,8223,Vaitogi
13626,8100,Vaitogi
13627,8155,Vaitogi
13629,8331,Vaitogi
13630,8150,Vaitogi
13631,8317,Vaitogi
13633,8192,Vaitogi
13635,8033,Vaitogi
13636,8062,Vaitogi
13637,8171,Vaitogi
13638,8122,Vaitogi
13639,8104,Vaitogi
13640,8031,Vaitogi
13641,8210,Vaitogi
13642,8152,Vaitogi
13645,8043,Vaitogi
13646,8127,Vaitogi
13647,8097,Vaitogi
13650,8086,Vaitogi
13651,8094,Vaitogi
13654,8107,Vaitogi
13655,8132,Vaitogi
13656,8067,Vaitogi
13657,8265,Vaitogi
13660,8105,Vaitogi
13662,8051,Vaitogi
13664,8175,Vaitogi
13667,8074,Vaitogi
13676,8138,Vaitogi
13678,8117,Vaitogi
13679,8176,Vaitogi
13683,8099,Vaitogi
13689,8072,Vaitogi
13691,8092,Vaitogi
13694,8098,Vaitogi
13695,8246,Vaitogi
13696,8137,Vaitogi
13697,8139,Vaitogi
13698,8134,Vaitogi
13700,8268,Vaitogi
13701,8034,Vaitogi
13704,8060,Vaitogi
13705,8077,Vaitogi
13706,8262,Vaitogi
13713,8143,Vaitogi
13714,8169,Vaitogi
13715,8040,Vaitogi
13718,8149,Vaitogi
13719,8101,Vaitogi
13722,8209,Vaitogi
13723,8247,Vaitogi
13724,8309,Vaitogi
13725,8273,Vaitogi
13726,8095,Vaitogi
13727,8158,Vaitogi
13733,8281,Vaitogi
13736,8030,Vaitogi
13743,8300,Vaitogi
13747,8334,Vaitogi
13748,8061,Vaitogi
13752,8159,Vaitogi
13753,8115,Vaitogi
13754,8230,Vaitogi
13757,8198,Vaitogi
13758,8227,Vaitogi
13761,8082,Vaitogi
13762,8065,Vaitogi
13763,8186,Vaitogi
13767,8269,Vaitogi
13770,8254,Vaitogi
13775,8163,Vaitogi
13777,8189,Vaitogi
13792,8330,Vaitogi
13798,8141,Vaitogi
13801,8079,Vaitogi
13802,8157,Vaitogi
13804,8332,Vaitogi
13805,8283,Vaitogi
13807,8215,Vaitogi
13808,8255,Vaitogi
13809,8277,Vaitogi
13810,8202,Vaitogi
13811,8187,Vaitogi
13812,8266,Vaitogi
13813,8290,Vaitogi
16375,8235,Vaitogi
16376,8244,Vaitogi
16377,8333,Vaitogi
16378,8128,Vaitogi
16379,8195,Vaitogi
16380,8188,Vaitogi
16381,8167,Vaitogi
16382,8085,Vaitogi
16383,8054,Vaitogi
16384,8146,Vaitogi
16385,8102,Vaitogi
16386,8035,Vaitogi
16389,8059,Vaitogi
16390,8032,Vaitogi
16391,8131,Vaitogi
16392,8211,Vaitogi
16393,8220,Vaitogi
16394,8197,Vaitogi
16395,8148,Vaitogi
16396,8191,Vaitogi
16397,8110,Vaitogi
16398,8271,Vaitogi
16401,8328,Vaitogi
16402,8217,Vaitogi
16407,8302,Vaitogi
16408,8315,Vaitogi
16409,8307,Vaitogi
16410,8162,Vaitogi
16413,8316,Vaitogi
16414,8136,Vaitogi
16415,8183,Vaitogi
16416,8272,Vaitogi
16417,8219,Vaitogi
16418,8088,Vaitogi
16419,8289,Vaitogi
16420,8298,Vaitogi
16421,8267,Vaitogi
16422,8256,Vaitogi
16423,8053,Vaitogi
16424,8299,Vaitogi
16425,8173,Vaitogi
16426,8109,Vaitogi
16427,8078,Vaitogi
16429,8087,Vaitogi
16430,8166,Vaitogi
16431,8213,Vaitogi
16432,8306,Vaitogi
16433,8091,Vaitogi
16434,8314,Vaitogi
16437,8106,Vaitogi
16438,8120,Vaitogi
16767,8178,Vaitogi
16768,8180,Vaitogi
16769,8321,Vaitogi
16770,8103,Vaitogi
16771,8284,Vaitogi
16772,8064,Vaitogi
16773,8295,Vaitogi
16774,8323,Vaitogi
16775,8228,Vaitogi
16776,8084,Vaitogi
16777,8038,Vaitogi
16778,8257,Vaitogi
16779,8058,Vaitogi
16780,8130,Vaitogi
8953,8366,Vatia
8954,8341,Vatia
8955,8406,Vatia
8956,8336,Vatia
8958,8340,Vatia
8961,8377,Vatia
8962,8405,Vatia
8963,8352,Vatia
8965,8396,Vatia
8966,8365,Vatia
8967,8338,Vatia
8969,8357,Vatia
8970,8400,Vatia
8971,8370,Vatia
8977,8391,Vatia
8979,8413,Vatia
8981,8417,Vatia
8983,8416,Vatia
8984,8399,Vatia
8985,8344,Vatia
8986,8432,Vatia
8987,8390,Vatia
8988,8389,Vatia
8990,8362,Vatia
8991,8356,Vatia
8992,8393,Vatia
8993,8420,Vatia
8995,8345,Vatia
8996,8425,Vatia
8997,8427,Vatia
8999,8353,Vatia
9001,8394,Vatia
9002,8395,Vatia
9004,8361,Vatia
9005,8430,Vatia
9006,8335,Vatia
9009,8418,Vatia
9010,8375,Vatia
9011,8343,Vatia
9013,8428,Vatia
9016,8421,Vatia
9017,8381,Vatia
9018,8398,Vatia
9019,8387,Vatia
9020,8349,Vatia
9022,8423,Vatia
9023,8409,Vatia
9026,8404,Vatia
9027,8351,Vatia
9028,8354,Vatia
9030,8431,Vatia
9031,8374,Vatia
9032,8379,Vatia
9035,8382,Vatia
9037,8372,Vatia
9038,8363,Vatia
9041,8373,Vatia
